CODLOCAL | DESCRLOCAL         | LOCAL_PATH                                       | LOCAL_PATH_CODES     | LOCAL_DEPTH | CODPROD | DESCRPROD                                | UNIDADE | MARCA      | NCM      | TOTAL_ESTOQUE     
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3612    | COMANDO GRAXA P/ LUBRIFICACAO PNEUMATICA | MM      | GENERICO   | 84679200 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5912    | COMANDO HIDRAULICO 4 ALAVANCAS VDM07     | MM      | PALFINGER  | 90328100 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12552   | COMANDO M20-1A METALTEX                  | MM      | METALTEX   | 85389090 | 24                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3613    | COMPENSADO NAVAL                         | MM      | GENERICO   | 44129900 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5036    | COMPRESSOR A/C ROYCE CONNECT RC600129    | MM      | ROYCE CONN | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7609    | COMPRESSOR AR COND. FIAT MAHLE ACP220    | MM      | MAHLE      | 84148019 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 14463   | COMPRESSOR AR MB A9061306115             | MM      | MERCEDES B | 84148011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12230   | COMPRESSOR AR MOTOR CUMMINS 6CTA8.3L     | MM      | CUMMINS    | 84148011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4900    | COMPRESSOR AR MOTOR WEICHAI EURO II XCMG | MM      | WEICHAI    | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15472   | COMPRESSOR AR SCANIA G420 1728435        | MM      | WABCO      | 84148019 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6590    | COMPRESSOR SANDEN 4741 RC600130          | MM      | ROYCE CONN | 84148010 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10371   | COMPRESSOR SC SERIE 4 2C                 | MM      | GENERICO   | 84142000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6588    | COMPRESSOR UNIVERSAL 5H14 POLIA RC600027 | MM      | ROYCE CONN | 84148010 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8371    | COMUTADOR IGNICAO KOSTAL 4829817         | MM      | KOSTAL     | 85365090 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6591    | CONDENSADOR AR COND. UNIV ROYCE RC650028 | MM      | ROYCE CONN | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5157    | CONDENSADOR CATERPILLAR 312C DS520033    | MM      | GENERICO   | 87089100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6592    | CONDENSADOR UNIVERSAL 16X26 SERPENTINA   | MM      | ROYCE CONN | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13848   | CONDENSADOR UNIVERSAL ROYCE RC650008     | MM      | ROYCE CONN | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3231    | CONE FLEXIVEL DE SINALIZACAO NBR15071    | MM      | GENERICO   | 85364100 | 335               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9658    | CONECTOR BATERIA                         | MM      | GENERICO   | 85369090 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5456    | CONECTOR BATERIA SB 350A 995G2           | MM      | GENERICO   | 85369090 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9734    | CONECTOR D2 P/ DIAGNOSTICO DIESEL M BENZ | MM      | GENERICO   | 85444200 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9651    | CONECTOR D46 P/ DIAGNOSTICO              | MM      | GENERICO   | 87089100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9735    | CONECTOR D5 P/ DIAGNOSTICO DIESEL VW/FOR | MM      | GENERICO   | 85444200 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4809    | CONECTOR EMENDA 2 POLOS WAGO 221-412     | MM      | WAGO       | 85444200 | 94                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12955   | CONECTOR FÊMEA IVECO STRALIS HI WAY      | MM      | GAUER      | 85366990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2979    | CONECTOR FEMEA M12  CDL12F/5S-0A         | MM      | GENERICO   | 73181300 | 7                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7554    | CONECTOR L/ESQUERDO 6 VIAS ETE7668       | MM      | RAINHA DAS | 85444200 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5799    | CONECTOR MACHO M12  CDL12M/5S-0A         | MM      | GENERICO   | 73181300 | 10                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4967    | CONECTOR P/ DERIVACAO ETE7512            | MM      | RAINHA DA7 | 85369090 | 99                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5931    | CONECTOR PLUG ELETRICO DIN43650A         | MM      | GENERICO   | 85444200 | 40                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10195   | CONECTOR SENSOR PATOLA CT12F5SC10A1      | MM      | TECNOTRON  | 90262090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10196   | CONECTOR SENSOR PATOLA CT12M4SC05A1      | MM      | TECNOTRON  | 90262090 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7460    | CONECTOR SOLENOIDE P/ GUINDAUTO PN10801  | MM      | GENERICO   | 84818092 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7461    | CONECTOR SOLENOIDE P/ GUINDAUTO PN10802  | MM      | GENERICO   | 84818092 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10095   | CONECTOR TUBO 2307010T                   | MM      | SANY       | 87083090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10096   | CONECTOR TUBO 2307010TL                  | MM      | SANY       | 87083090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11148   | CONEXAO 45 FEMEA RC450150  C/CLIP 8MM    | MM      | ROYCE CONN | None     | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11147   | CONEXAO 45 FEMEA RC450153  C/CLIP 10MM   | MM      | ROYCE CONN | None     | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11646   | CONEXAO ADAPTADOR CONTAINER IBC          | MM      | GENERICO   | 84243090 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7174    | CONEXAO AR ENGATE RAPIDO RETO            | MM      | GENERICO   | 84679200 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3197    | CONEXAO DE AR RETA UNIAO METAL           | MM      | GENERICO   | 39174090 | 603               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4854    | CONEXAO DE AR TEE MACHO CENTRAL METAL    | MM      | GENERICO   | 39174090 | 34                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3196    | CONEXAO DE AR TEE UNIAO METAL            | MM      | GENERICO   | 39174090 | 189               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3594    | CONEXAO ESPIGA ENGATE C/ ESPIGA MANGUEIR | MM      | GENERICO   | 84243090 | 45                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6305    | CONEXAO MACHO GIRATORIO P/ MANGUEIRA AR  | MM      | GENERICO   | 84243090 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15541   | CONEXAO PNEUMATICA RETA FEMEA BSP AZUL   | MM      | GENERICO   | 84129080 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13027   | CONEXAO PNEUMATICA RETA MACHO BSP AZUL   | MM      | GENERICO   | 84129080 | 85                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10661   | CONEXAO RETA GIRATORIA EQ512             | MM      | OLHODEGATO | 87083090 | 70                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3593    | CONEXAO ROSCA MACHO C/ ESPIGA ENGATE     | MM      | GENERICO   | 84243090 | 15                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3592    | CONEXAO ROSCA MACHO C/ ESPIGAO MANGUEIRA | MM      | GENERICO   | 84243090 | 88                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4855    | CONEXAO UNIAO RETA FEMEA METAL           | MM      | GENERICO   | 39174090 | 101               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7220    | CONJUNTO DO CARTER DE OLEO A3760108413   | MM      | GENERICO   | 85365090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7379    | CONJUNTO JUNTAS MANITOWOC 03135778       | MM      | MANITOWOC  | 84219999 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9313    | CONJUNTO MANGUEIRA FREIO HYSTER          | MM      | HYSTER     | 40093100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10049   | CONJUNTO MECANISMO SOMAR LUS 500         | MM      | GENERICO   | 84099969 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5518    | CONJUNTO MONTAGEM BASE PE55 PHV65        | MM      | PRENSSO    | 59090000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11821   | CONJUNTO TUBO COMB. VW 2T2130085F        | MM      | GENERICO   | 84312011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6484    | CONTAINER LBC PLASTICO DE 1000 LITROS    | MM      | GENERICO   | None     | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3817    | CONTROLE AFT LME LIMITADOR INCLINOMETRO  | MM      | ALFATRONIC | 90142030 | 7                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5288    | CONTROLE REMOTO AFT-RCT-TRM6 + AFT-LME   | MM      | ALFATRONIC | 85269200 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11882   | CONTROLE REMOTO START/STOP 2 BOTOES      | MM      | ALFATRONIC | 85269200 | 5                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2599    | COPO FILTRO SEPARADOR PARKER KR27004CS   | MM      | PARKER RAC | 84219999 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5577    | COPO FILTRO SEPARADOR TECFIL CSD01       | MM      | TECFIL     | 84219999 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2601    | COPO FILTRO SEPARADOR TECFIL CSD02       | MM      | TECFIL     | 84219999 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2492    | COPO RESERVATORIO FILTRO SEP. MANN BL4   | MM      | MANN FILT  | 84219999 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4477    | CORDA POLIESTER                          | M       | GENERICO   | 56075090 | 30                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3707    | COROTE DE AGUA UNIVERSAL P/ CAMINHAO     | MM      | GENERICO   | 39233000 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10396   | CORPO ACOPLAMENTO ZF 1307395192          | MM      | ZF         | 87084090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15328   | CORREIA ACESSORIOS MOTOR VW 04C260849E   | MM      | VOLKSWAGEN | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3117    | CORREIA AVX                              | MM      | GENERICO   | 40103200 | 32                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13655   | CORREIA DENTADA 40802X20XS - 165236      | MM      | GATES      | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13899   | CORREIA DENTADA CT453                    | MM      | CONTINENTA | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4483    | CORREIA DENTADA DAYCO 110SP254H          | MM      | GENERICO   | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7108    | CORREIA DENTADA GM S10                   | MM      | TAKAO      | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7865    | CORREIA EM V A-40                        | MM      | GENERICO   | 40103100 | 5                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4511    | CORREIA PERFIL "V" A-68                  | MM      | GENERICO   | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2517    | CORREIA POLY V PK                        | MM      | GENERICO   | 40103300 | 41                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 14586   | CORREIA V LISA B-84 17X2174              | MM      | GENERICO   | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 14585   | CORREIA V LISA B-85                      | MM      | GENERICO   | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7090    | CORREIA V LISA ELITE B-73                | MM      | GOODYEAR   | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12119   | CORREIA V TADANO 36320732100             | MM      | TADANO     | 40103900 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12112   | CORREIA VENTILADOR TADANO 36361775260    | MM      | TADANO     | 40103100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5192    | CORRENTE SOLDADA ELO GALVANIZADA         | MM      | GENERICO   | 39173100 | 152               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8755    | CORTE E DOBRA DE CHAPA                   | MM      | GENERICO   | 73089010 | 40                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3678    | CORTE E DOBRA DE CHAPA DIVERSAS          | MM      | GENERICO   | 73089010 | 611               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15264   | COXIM AMORTECEDOR 52095268               | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9620    | COXIM AMORTECEDOR DIANT STRADA NOVA      | MM      | GENERICO   | 87089990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12312   | COXIM AMORTECEDOR TRAS. INFERIOR MB3002  | MM      | MOBENSANI  | 84312011 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12307   | COXIM AMORTECEDOR TRAS. SUP. MB399       | MM      | MOBENSANI  | 84312011 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5088    | COXIM CABINE INFERIOR SUSPENS 2R2899541A | MM      | VOLKSWAGEN | 87089990 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5087    | COXIM CABINE SUPERIOR SUSPENS 2R2899542A | MM      | GENERICO   | 87089990 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15278   | COXIM DIANTEIRO MOTOR FURO 16MM          | MM      | GENERICO   | 84312011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12854   | COXIM DIANTEIRO MOTOR SUPORTE REI R622   | MM      | SUPORTE RE | 40169990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8920    | COXIM DO MOTOR MERCEDES G340             | MM      | MERCEDES B | 84821010 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5803    | COXIM DO MOTOR XCMG AZ9770591001         | MM      | GENERICO   | 84312011 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8300    | COXIM ESCAPAMENTO MERCEDES R098          | MM      | GENERICO   | 87089990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15269   | COXIM INF. AMORT. DIANT. A0083230285 MB  | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8045    | COXIM MODULO ELETRONICO VW 961200850024E | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12601   | COXIM MOTOR DIANT. SUPORTE REI R-1244    | MM      | SUPORTE RE | 40169990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8143    | COXIM MOTOR DIANTEIRO 2T2199255C         | MM      | GENERICO   | 40169990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12919   | COXIM MOTOR L/DIR. VW 5U0199167          | MM      | VOLKSWAGEN | 87085099 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8141    | COXIM MOTOR TRAS 2T2199382L / 2T2199382K | MM      | GENERICO   | 40169990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10163   | COXIM MOTOR TRAS. C/PINO R278            | MM      | GENERICO   | 40169990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9980    | COXIM OLHAL MOLA DIANTEIRA MERCEDES BENZ | MM      | MERCEDES B | 84312011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12853   | COXIM PU CABINE DIANT VW 2R0805244       | MM      | VOLKSWAGEN | 40169990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11975   | COXIM RESERVATORIO AGUA VOLKS            | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13878   | COXIM SILENCIOSO ESCAPE HYSTER           | MM      | MOBENSANI  | 84312011 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10001   | COXIM SUPERIOR AMORTECEDOR DIANTEIRO VW  | MM      | VOLKSWAGEN | 84312011 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12745   | COXIM SUPORTE INF. RADIADOR 5Z0805757B   | MM      | VOLKSWAGEN | 40103100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12744   | COXIM SUPORTE INFERIOR RAD. 6Q0121367A   | MM      | VOLKSWAGEN | 40169990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15277   | COXIM SUSP. DIANT. CABINE ADAPTAÇÃO      | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15279   | COXIM SUSPENSÃO CABINE R-776             | MM      | GENERICO   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12346   | COXIM TRASEIRO DO MOTOR SUPORTE REI R621 | MM      | SUPORTE RE | 40169990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6705    | CRUZETA CARDAN (5-279X)                  | MM      | GENERICO   | 87089990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5707    | CRUZETA CARDAN ALBARUS ALB5-153 (5-153X) | MM      | ALBARUS    | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10323   | CRUZETA CARDAN ALBARUS ALB5-438 (5-438X) | MM      | ALBARUS    | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8534    | CRUZETA CARDAN CZ208 - 3500104           | MM      | GENERICO   | 87085099 | 1                 
